,0
2003,10021
2004,10016
2005,10128
2006,10024
2007,10009
2008,10021
2009,10005
2010,10003
2011,10017
2012,10003
2013,10019
2014,10035
2015,10014
2016,10002
2017,10009
2018,10013
2019,10009
2020,10028
2021,10014
2022,10016
2023,10012
2024,11211
2025,11205
2026,10037
2027,10037
2028,10016
2029,10075
2030,11249
2031,11211
2032,10014-3621
2033,10011
2034,10019
2035,10003
2036,10036
2037,11211
2038,10004
2039,10017
2040,10013
2041,10024
2042,10028
2043,10002
2044,10075
2045,10014
2046,10013
2047,10027
2048,11104
2049,10028
2050,10011
2051,10282
2052,11369
2053,11218
2054,10013
2055,10016
2056,11220
2057,11231
2058,10003
2059,10023
2060,10011
2061,10021
2062,10013
2063,10001
2064,11109
2065,10016
2066,11216
2067,10009
2068,11207
2069,10010
2070,11231
2071,10021
2072,10017
2073,10003
2074,10128
2075,10016
2076,10036
2077,10014
2078,10028
2079,10035
2080,10010
2081,10013
2082,10028
2083,10065
2084,11206
2085,10012
2086,10019
2087,10028
2088,10012
2089,11205
2090,11201
2091,11213
2092,10037
2093,10016
2094,11101
2095,10285
2096,10022
2097,10012
2098,10022
2099,10002
2100,10003
2101,10012
2102,10012
2103,10028
2104,10019
2105,10014
2106,10016
2107,11205
2108,10002
2109,10024
2110,10024
2111,11238
2112,11356
2113,10009
2114,10022
2115,11215
2116,10017
2117,10065
2118,10012
2119,11201-1832
2120,10036
2121,10035
2122,10012
2123,10002
2124,10013
2125,11205
2126,10002
2127,10024
2128,10019
2129,10002
2130,10016
2131,10003
2132,10013
2133,10001
2134,10033
2135,11238
2136,11101
2137,10017-6927
2138,10009:10010
2139,10075
2140,10016
2141,10023
2142,10003
2143,11430
2144,10014
2145,10013
2146,10009
2147,10280
2148,10013
2149,11222
2150,10011
2151,11211
2152,10013
2153,10065
2154,10105
2155,11215
2156,11430
2157,10002
2158,10013
2159,10001-7604
2160,10003
2161,10065
2162,10003
2163,10001
2164,11371
2165,10019
2166,10018
2167,10035
2168,10001
2169,10014
2170,10012
2171,10025
2172,10463
2173,10018
2174,100
2175,10013
2176,10003
2177,10012
2178,10011
2179,10013
2180,10009
2181,10119
2182,10037
2183,10003
2184,10036
2185,10019
2186,10003
2187,10003
2188,10019
2189,10022
2190,11201
2191,10002
2192,10023
2193,10119
2194,10021
2195,10003
2196,11101
2197,10019
2198,10010
2199,07304
2200,10021
2201,11211
2202,10001
2203,
2204,10023
2205,10023
2206,11225
2207,10024
2208,10017
2209,10016
2210,11222
2211,10279
2212,10012-3332
2213,10012-3332
2214,10014
2215,10011
2216,11201-1832
2217,10019
2218,11201
2219,10022
2220,10012
2221,10463
2222,10007
2223,10014
2224,11217
2225,10065
2226,10021
2227,10001
2228,10019
2229,11211
2230,10005
2231,11251
2232,10028
2233,10075
2234,11201
2235,11430
2236,10013
2237,11205
2238,11203
2239,10018
2240,10001
2241,11217
2242,10013
2243,10023
2244,11430
2245,10075
2246,10075
2247,11217
2248,10011
2249,10009
2250,10011
2251,10021
2252,10155
2253,10027
2254,10010
2255,10003
2256,10019
2257,10014
2258,10028
2259,10010
2260,10014
2261,10016
2262,10075
2263,11371
2264,10021
2265,10011
2266,10001
2267,11369
2268,10014
2269,10030
2270,10002
2271,10022
2272,11217
2273,11232
2274,10028
2275,10001
2276,10003
2277,10003
2278,10016
2279,11209
2280,10012
2281,11238
2282,10001
2283,10003
2284,10014
2285,10065
2286,10128
2287,11216
2288,10007
2289,10019
2290,10021
2291,10002
2292,11211
2293,10019
2294,10010
2295,10032
2296,10001
2297,10010
2298,11221
2299,10011
2300,11211
2301,10011
2302,10023
2303,10014
2304,10035
2305,10014-3621
2306,10285
2307,10023
2308,10018
2309,10022
2310,10014
2311,10023
2312,10128
2313,10128
2314,10011
2315,10022
2316,10028
2317,10012
2318,11369
2319,10036
2320,11222
2321,11101
2322,10022
2323,11238
2324,10019
2325,10105
2326,10013
2327,10011
2328,10016
2329,11201
2330,10001
2331,10022
2332,11249
2333,10014
2334,10003
2335,10013
2336,10028
2337,10019
2338,10014
2339,10024
2340,11201
2341,10065
2342,10036
2343,11201
2344,10128
2345,10018
2346,11217
2347,10065
2348,11205
2349,10013
2350,11231
2351,
2352,11216
2353,10282
2354,10011
2355,10003
2356,10075
2357,11238
2358,10019
2359,10001
2360,10019
2361,10022
2362,10038
2363,10002
2364,10282
2365,10014
2366,10012
2367,10019
2368,10012
2369,10001
2370,10128
2371,11231
2372,10001
2373,10023
2374,10023
2375,10005
2376,10044
2377,10017
2378,10075
2379,10016
2380,10019
2381,10019
2382,10013
2383,
2384,10111
2385,10024
2386,10019
2387,11201
2388,10021
2389,10011
2390,10010
2391,10007
2392,10001
2393,10010
2394,10003
2395,10012
2396,10016
2397,11374-2756
2398,10011
2399,10013
2400,10021
2401,10128
2402,10003
2403,10038
2404,10028
2405,10019
2406,10119
2407,10128
2408,10014
2409,10017
2410,11104
2411,10011
2412,10022
2413,10075
2414,11369
2415,10039
2416,10013
2417,10037
2418,10021
2419,10128
2420,11101
2421,10022
2422,10022
2423,10023
2424,10018
2425,10001
2426,11215
2427,11201-1832
2428,11369
2429,10029
2430,10019
2431,10036
2432,11430
2433,10036
2434,11430
2435,10019
2436,10003
2437,10001
2438,10011
2439,10016
2440,10010
2441,11430
2442,10280
2443,10013
2444,10017
2445,10011
2446,10282
2447,10019
2448,10002
2449,07307
2450,10019
2451,10111
2452,10021
2453,10024
2454,10128
2455,10022
2456,10012
2457,11221
2458,10009
2459,10019
2460,10014
2461,100036
2462,11201
2463,07114
2464,10065
2465,10014
2466,10280
2467,10065
2468,10012
2469,100036
2470,10022
2471,10012
2472,10019
2473,11201
